GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Drivers demand engine % torque(%),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Evap System Vapour Pressure(Pa),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel pressure(psi),Fuel Rate (direct from ECU)(L/m),Fuel trim bank 1 sensor 1(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Latitude(°),GPS Longitude(°),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Volumetric Efficiency (Calculated)(%)
Fri Feb 09 15:31:47 EST 2018,09-Feb-2018 15:31:47.277,-80.53706353,43.47317094,7.8,3.216,309.0843505859375,331.8,0.36914062,9.01283264,2.79168701,-0.01267582,34.50980377,0.00444672,25.88235283,12.94117641,-,9,13.7441864,-,2.21868324,26.66666794,38.03921509,1603,-369.75,0.60293233,0.01004887,48.73268127,-,2.34375,-2.34375,3.21600008,43.47317123,-80.5370636,1,2.97530317,9.42745304,9.85029888,128.69128418,7.5,28.07999992,28,34.90196228,32.5,13.21672344,36.44300079,7.29300022,-4.6412077,39
Fri Feb 09 15:31:48 EST 2018,09-Feb-2018 15:31:48.283,-80.53711267,43.47323467,8.14,3.216,309.207763671875,332.0,0.32423401,9.27679443,2.11651611,0.01048528,34.50980377,-0.02760199,25.88235283,12.94117641,-,9,14.090909,-,2.57140398,27.05882454,38.03921509,1644.25,-369.75,0.64634347,0.01077239,47.86245346,-,2.34375,2.34375,3.21600008,43.47323608,-80.53710938,0.30400085,3.44830966,10.29767895,9.52903461,121.22982788,8.03999996,29.30400085,29,35.68627548,32,14.93359947,37.4620018,7.29300022,-3.77098179,39
Fri Feb 09 15:31:49 EST 2018,09-Feb-2018 15:31:49.281,-80.53716268,43.47329945,8.09,3.216,308.98486328125,332.5,0.46250916,8.9775238,2.56364441,-0.00771489,34.90196228,-0.02047818,26.27450943,12.94117641,-,9,14.42222214,-,2.57140398,27.05882454,36.07843018,1666.5,-409.5,0.65920603,0.01098677,49.60290527,-,2.34375,1.5625,3.21600008,43.47330093,-80.53716278,0.30400085,3.44830966,10.00760365,9.67678452,121.22982788,8.19999981,29.12400055,29,35.29411697,33,14.93359947,38.4620018,7.29300022,-4.06105709,40
Fri Feb 09 15:31:50 EST 2018,09-Feb-2018 15:31:50.283,-80.53721086,43.47337104,8.53,3.216,308.93157958984375,332.7,0.32244873,9.13972473,3.21186829,-0.00024401,34.11764908,-0.02511491,25.49019623,12.94117641,-,9,14.76086998,-,2.3936913,25.49019623,32.94117737,1731.5,-414.25,0.60936368,0.01015606,48.73268127,-,-2.34375,-2.34375,3.21600008,43.4733696,-80.53720856,0.87599945,3.20999289,9.42745304,10.82926464,107.77619934,7.57999992,30.70799828,30,34.90196228,34,13.46345234,39.45100021,7.29300022,-4.6412077,39
Fri Feb 09 15:31:51 EST 2018,09-Feb-2018 15:31:51.282,-80.53725618,43.4734366,8.63,3.216,309.939697265625,332.6,0.63369751,8.95118713,3.40100098,0.00632943,33.72549057,0.02147081,25.49019623,12.94117641,-,9,15.4375,-,2.2992022,22.74509811,31.76470566,1766,-410.75,0.61338323,0.01022305,49.60290527,-,-0.78125,2.34375,3.21600008,43.47343826,-80.53725433,0.06799889,3.08328104,9.42745304,11.11690903,101.76772308,7.63000011,31.06799889,31,34.50980377,35.5,12.43221474,40.44300079,7.29300022,-4.6412077,39
Fri Feb 09 15:31:52 EST 2018,09-Feb-2018 15:31:52.282,-80.5373061,43.47350529,8.63,3.216,309.9761962890625,332.6,0.51278687,8.891922,2.88206482,0.00889633,26.27450943,-0.02635912,23.52941132,12.94117641,-,9,15.77550983,-,2.2992022,13.33333397,21.56862831,1766,-402,0.36497506,0.00608292,46.12200165,-,-3.125,-2.34375,3.21600008,43.47350693,-80.53730774,0.93200111,3.08328104,6.52669811,18.68326378,92.82571411,4.53999996,31.06799889,32,26.66666794,26,12.43221474,41.4640007,7.29300022,-7.54196262,37
Fri Feb 09 15:31:53 EST 2018,09-Feb-2018 15:31:53.283,-80.53735554,43.47359981,8.81,3.216,310.63330078125,332.8,0.5486908,8.92903137,2.88386536,0.00242772,26.27450943,-0.03278926,23.52941132,11.76470566,-,9,16.10000038,-,2.17640996,20,26.66666603,1351,-365.25,0.36979851,0.00616331,43.07621002,-,-8.59375,-7.03125,3.21600008,43.47359848,-80.53735352,0.93200111,2.91861367,6.81677389,19.03439331,85.26557159,4.5999999,31.71600151,32,26.66666794,34,15.38322353,42.45600128,7.29300022,-7.25188684,35
Fri Feb 09 15:31:54 EST 2018,09-Feb-2018 15:31:54.283,-80.53740535,43.47367036,8.81,3.216,310.6331787109375,333.0,0.35656738,9.7328949,2.23023987,-0.00576501,33.72549057,-0.06081726,25.88235283,12.94117641,-,9,16.3921566,-,2.17640996,29.01960754,23.92156792,1335,-238.25,0.42607221,0.0071012,43.51132202,-,-0.78125,-1.5625,3.21600008,43.47367096,-80.53740692,0.71600151,2.91861367,7.10684919,16.52041626,79.74402618,5.30000019,31.71600151,31,33.33333206,32.5,15.38322353,43.44499969,7.29300022,-6.96181154,37
Fri Feb 09 15:31:55 EST 2018,09-Feb-2018 15:31:55.283,-80.53746053,43.47376091,8.54,3.216,311.3382568359375,333.3,0.70252991,9.42822266,2.27932739,-0.00445806,34.90196228,-0.03165251,26.66666794,13.33333397,-,9,16.67307663,-,2.17640996,33.33333206,39.60784149,1425.75,-288.5,0.597305,0.00995508,43.51132202,-,3.125,3.125,3.21600008,43.47376251,-80.53746033,0.71600151,2.91861367,10.5877552,11.41615295,73.57876587,7.42999983,30.74399948,31,35.29411697,28.5,15.38322353,44.43099976,7.29300022,-3.48090553,39
Fri Feb 09 15:31:56 EST 2018,09-Feb-2018 15:31:56.278,-80.53752336,43.47382956,8.96,3.216,311.9315185546875,332.9,0.1362915,9.24386597,1.84896851,0.00996086,34.50980377,-0.04265082,26.66666794,13.33333397,-,9,17.24073982,-,2.37798142,31.76470566,38.4313736,1431,-334.75,0.60293233,0.01004887,43.94643402,-,2.34375,6.25,3.21600008,43.47383118,-80.53752136,0.25600052,3.18892574,10.29767895,11.67442799,70.78068542,7.5,32.25600052,32,34.50980377,29,15.86831665,45.46099854,7.29300022,-3.77098179,40
Fri Feb 09 15:31:57 EST 2018,09-Feb-2018 15:31:57.278,-80.53758419,43.47390544,9.34,3.216,312.423095703125,332.9,0.33979797,8.75605774,2.46487427,-0.02990538,34.50980377,0.03036953,26.66666794,13.33333397,-,9,17.52727318,-,2.37798142,31.76470566,38.03921509,1425.5,-365.75,0.597305,0.00995508,43.51132202,-,3.125,3.125,3.21600008,43.47390366,-80.5375824,0.74399948,3.18892574,10.1526413,11.7844162,68.18701172,7.42999983,33.62400055,33,34.50980377,29,15.86831665,46.44800186,7.29300022,-3.91601944,40
Fri Feb 09 15:31:58 EST 2018,09-Feb-2018 15:31:58.277,-80.53763856,43.47397939,9.32,3.216,312.2835693359375,332.7,0.30508423,8.89013672,2.60314941,0.01353619,34.50980377,-0.02422647,26.66666794,13.33333397,-,9,18.07017517,-,2.61126971,32.54901886,39.2156868,1443.25,-371,0.61097151,0.01018286,43.51132202,-,0,0,3.21600008,43.47397995,-80.5376358,0.55199814,3.50177026,10.5877552,11.88084316,65.7791748,7.5999999,33.55199814,33,34.90196228,28.5,17.31614685,47.42300034,7.29300022,-3.48090553,40
Fri Feb 09 15:31:59 EST 2018,09-Feb-2018 15:31:59.278,-80.53768878,43.4740518,9.44,3.216,311.87841796875,332.6,0.98324585,9.06491089,2.94551086,0.0067012,43.13725662,-0.01522894,30.58823586,13.33333397,-,9,18.34482765,-,2.67014265,32.54901886,38.82352829,1450.5,-377.25,0.61579496,0.01026325,43.51132202,-,3.90625,3.90625,3.21600008,43.47405243,-80.53768921,0.01600266,3.58072042,10.5877552,11.78778172,63.57709885,7.65999985,33.98399734,34,36.86274719,29,17.57837677,48.46099854,7.29300022,-3.48090553,40
Fri Feb 09 15:32:00 EST 2018,09-Feb-2018 15:32:00.279,-80.53774013,43.47412594,9.57,3.216,311.880615234375,332.9,0.13330078,9.40368652,2.33738708,0.01470671,43.13725662,0.00637908,30.58823586,15.68627453,-,9,18.64406776,-,7.43574095,80.39215851,90.19607544,1652.25,-340,1.84818876,0.03080315,49.60290527,-,3.90625,3.90625,3.21600008,43.47412491,-80.53774261,1.54800034,9.97149277,15.37400055,4.04656792,63.07100677,22.98999977,34.45199966,36,83.92156982,9.5,42.97446823,49.43099976,7.29300022,1.30533981,51
Fri Feb 09 15:32:01 EST 2018,09-Feb-2018 15:32:01.278,-80.53780625,43.47420758,10.21,3.216,312.24713134765625,332.9,0.21710205,9.51083374,2.96166992,0.00326786,45.88235474,-0.05923071,24.31372643,10.1960783,-,9,18.96666718,-,7.32779264,80.39215851,21.96078491,1610,-69.75,0.33764213,0.00562737,48.73268127,-,7.03125,3.90625,3.21600008,43.47420883,-80.53780365,1.24399948,9.82673168,7.25188684,23.45309258,58.94419098,4.19999981,36.75600052,38,83.92156982,9.5,43.46195984,50.4620018,7.29300022,-6.81677389,45
Fri Feb 09 15:32:02 EST 2018,09-Feb-2018 15:32:02.279,-80.53786748,43.47429087,10.61,3.216,311.997802734375,332.6,0.56724548,8.01504517,3.86608887,0.01464432,24.70588303,-0.02949319,20,9.8039217,-,9,19.26229477,-,7.32779264,9.01960754,14.50980377,1588.75,-135.25,0.33764213,0.00562737,42.64109421,-,-3.125,-2.34375,3.21600008,43.47429276,-80.53786469,1.19599915,9.82673168,4.35113192,23.45309258,58.94419098,4.19999981,38.19599915,37,21.17647171,33.5,43.46195984,51.44200134,7.29300022,-9.7175293,45
Fri Feb 09 15:32:03 EST 2018,09-Feb-2018 15:32:03.278,-80.537927,43.47436581,10.48,3.216,310.4613037109375,332.2,0.94374084,8.79316711,3.50695801,-0.00542557,21.17647171,-0.04271258,19.6078434,10.1960783,-,9,19.54838753,-,7.32779264,9.01960754,11.37254906,1572.5,-178.5,0.204997,0.00341662,43.51132202,-,0,0,3.21600008,43.47436523,-80.53792572,1.19599915,9.82673168,3.77098107,39.70164108,58.91443634,2.54999995,37.72799683,37,21.56862831,33.5,43.46195984,52.43000031,7.29300022,-10.2976799,43
Fri Feb 09 15:32:04 EST 2018,09-Feb-2018 15:32:04.279,-80.53798961,43.47443373,9.77,3.216,309.116455078125,332.4,0.93655396,8.94639587,3.55184937,0.01519628,27.45098114,-0.01408869,25.88235283,13.33333397,-,9,19.79365158,-,7.32779264,10.58823586,12.94117641,1513.75,-114.75,0.21625175,0.0036042,43.51132202,-,0,0,3.21600008,43.4744339,-80.53798676,2.72799683,9.82673168,3.77098107,37.63538361,58.88484573,2.69000006,35.17200089,35,21.56862831,-8.5,43.46195984,53.42300034,7.29300022,-10.2976799,41
Fri Feb 09 15:32:05 EST 2018,09-Feb-2018 15:32:05.279,-80.53805057,43.47450844,9.57,3.216,308.7208251953125,332.2,0.60316467,9.60479736,2.70249939,0.01550597,27.45098114,0.01362013,25.88235283,13.33333397,-,9,20.015625,-,-,18.8235302,40.39215851,1479.25,-28.75,0.44616994,0.00743617,43.51132202,-,0,26.5625,3.21600008,43.47451019,-80.53804779,1.17200089,-,8.26715088,17.25527763,56.30577087,5.55000019,34.45199966,34,35.29411697,32.5,-,54.44200134,7.29300022,-5.80150986,40
Fri Feb 09 15:32:06 EST 2018,09-Feb-2018 15:32:06.278,-80.53810037,43.47458755,9.66,3.216,308.774658203125,332.4,-0.0342865,9.20677185,2.42358398,0.00180297,48.62745285,-0.00057054,30.98039246,15.68627453,-,9,20.24615479,-,3.4411447,54.50980377,67.05882263,1628.75,-113.25,1.27339327,0.02122322,50.47313309,-,24.21875,-5.46875,3.21600008,43.47458649,-80.5381012,0.22400284,4.6146512,14.35873604,5.87314367,55.66685486,15.84000015,34.77599716,35,42.35294342,12,20.17486,55.39799881,7.29300022,0.2900753,45
Fri Feb 09 15:32:07 EST 2018,09-Feb-2018 15:32:07.278,-80.53815827,43.47466834,10.15,3.216,308.8206787109375,332.2,0.86651611,9.26722717,2.68933105,0.00980296,37.64706039,0.03903477,25.88235283,12.94117641,-,9,20.48484802,-,3.4411447,22.35294151,30.58823586,1525.5,-61.5,0.44938561,0.00748976,49.16779327,-,-1.5625,-8.59375,3.21600008,43.4746666,-80.5381546,1.22400284,4.6146512,9.86256599,17.13180542,55.66685486,5.59000015,36.5399971,36,32.15686417,33.5,20.17486,56.31299973,7.29300022,-4.20609474,41
Fri Feb 09 15:32:08 EST 2018,09-Feb-2018 15:32:08.278,-80.5382211,43.47474628,10.21,3.216,308.99853515625,332.0,0.68397522,9.64250183,2.78330994,0.016914,39.2156868,-0.05598712,28.62745094,14.11764717,-,9,20.71641731,-,2.70855999,24.70588303,46.66666794,1600.5,-134.5,0.55228603,0.00920477,46.55711365,-,3.125,-8.59375,3.21600008,43.4747467,-80.53822327,0.5399971,3.63223886,11.45798111,14.33813572,53.80710983,6.86999989,36.75600052,36,36.07843018,34.5,16.16012764,57.39300156,7.29300022,-2.61067963,41
Fri Feb 09 15:32:09 EST 2018,09-Feb-2018 15:32:09.279,-80.53828573,43.47482868,10.29,3.216,308.8065185546875,331.9,0.63069153,9.46354675,2.83297729,0.0338167,39.2156868,-0.00354674,28.62745094,14.11764717,-,9,21.17391396,-,2.90575385,34.11764908,45.49019623,1649.75,-256.25,0.81436068,0.01357268,50.03802109,-,-1.5625,-1.5625,3.21600008,43.47482681,-80.5382843,0.04399872,3.89668012,11.89309406,9.7238884,52.70822144,10.13000011,37.04399872,37,39.60784531,27,16.81909752,58.4620018,7.29300022,-2.17556667,41
Fri Feb 09 15:32:10 EST 2018,09-Feb-2018 15:32:10.279,-80.53834579,43.47490621,10.5,3.216,308.248291015625,331.7,0.55227661,8.40231323,6.7379303,0.02001812,39.60784531,0.25598022,28.62745094,14.11764717,-,9,21.41428566,-,2.90575385,34.90196228,44.70588303,1643.25,-415.75,0.80069417,0.0133449,50.03802109,-,1.5625,0,3.21600008,43.47490692,-80.53834534,0.95600128,3.89668012,12.18317032,10.16457653,52.70822144,9.96000004,37.79999924,38,39.60784531,26.5,16.81909752,59.4129982,7.29300022,-1.88549042,40
Fri Feb 09 15:32:11 EST 2018,09-Feb-2018 15:32:11.278,-80.53840396,43.47499437,10.86,3.216,308.3828125,332.2,0.46908569,9.77957153,2.51156616,0.02230462,40.7843132,-0.05096138,29.01960754,14.50980377,-,9,21.64788818,-,2.54525924,38.82352829,50.98039246,1670.25,-397.75,0.97675043,0.01627917,50.47313309,-,-3.90625,-3.125,3.21600008,43.47499466,-80.53840637,0.20000076,3.41324878,12.61828327,8.55764484,51.81650162,12.14999962,39.09599686,38,41.17647171,24,14.55166149,60.4620018,7.29300022,-1.45037746,42
Fri Feb 09 15:32:12 EST 2018,09-Feb-2018 15:32:12.278,-80.5384593,43.47508504,11.07,3.216,308.2777099609375,332.4,0.63308716,9.59762573,2.68275452,0.01895295,39.2156868,0.01628023,27.45098114,13.33333397,-,9,22.1232872,-,3.32202435,21.56862831,33.72549057,1674,-378,0.57640338,0.00960672,49.60290527,-,4.6875,3.125,3.21600008,43.47508621,-80.53845978,0.85199738,4.45490789,10.73279285,14.88306427,50.91038895,7.17000008,39.85199738,39,41.17647171,37.5,18.95000648,61.39899826,7.29300022,-3.33586788,40
Fri Feb 09 15:32:13 EST 2018,09-Feb-2018 15:32:13.278,-80.53851929,43.47516885,10.94,3.216,309.132568359375,332.4,-0.15579224,9.79992676,1.97467041,0.01234239,28.62745094,-0.04241097,24.70588303,12.54901981,-,9,22.35135078,-,3.32202435,16.86274529,22.35294151,1674,-406.25,0.41160184,0.00686003,42.64109421,-,4.6875,0.78125,3.21600008,43.47517014,-80.53852081,0.38399887,4.45490789,6.52669811,20.84210396,48.64102173,5.11999989,39.38399887,39,27.84313774,36.5,18.95000648,62.4620018,7.29300022,-7.54196262,39
Fri Feb 09 15:32:14 EST 2018,09-Feb-2018 15:32:14.278,-80.53858274,43.47525349,10.91,3.216,309.149169921875,332.5,0.71928406,9.16366577,3.29507446,0.01144144,27.45098114,-0.01625079,24.31372643,12.15686321,-,9,22.55999947,-,3.32202435,16.47058868,21.96078491,1638.5,-289.25,0.38105324,0.00635089,43.51132202,-,3.90625,3.90625,3.21600008,43.47525406,-80.53858185,1.38399887,4.45490789,6.09158516,22.51299095,48.64102173,4.73999977,39.27599716,38,28.23529434,36,18.95000648,63.43999863,7.29300022,-7.97707558,39
Fri Feb 09 15:32:15 EST 2018,09-Feb-2018 15:32:15.279,-80.53864436,43.47533267,10.69,3.216,309.1202392578125,332.6,0.89526367,9.22770691,3.12507629,0.01140728,29.80392265,-0.05168179,25.49019623,12.15686321,-,9,22.7631588,-,3.32202435,17.25490189,28.62745094,1607,-252.5,0.5136984,0.00856164,43.51132202,-,-3.125,-2.34375,3.21600008,43.47533417,-80.53864288,1.27599716,4.45490789,7.97707558,16.27157784,45.09331512,6.38999987,38.48399734,38,28.23529434,35.5,18.95000648,64.48400116,7.29300022,-6.09158516,39
Fri Feb 09 15:32:16 EST 2018,09-Feb-2018 15:32:16.281,-80.53871084,43.47542482,10.39,3.216,308.3751220703125,332.5,1.1370697,7.35844421,3.99836731,0.00547434,32.15686417,0.05042891,26.27450943,12.94117641,-,9,23.12820435,-,-,23.13725471,30.19607925,1644.5,-249.75,0.55469781,0.00924496,43.94643402,-,4.6875,-0.78125,3.21600008,43.47542572,-80.53871155,0.40399933,-,8.99234009,14.67234516,43.91324997,6.9000001,37.40399933,37,32.94117737,36.5,-,65.42199707,7.29300022,-5.07632065,39
Fri Feb 09 15:32:17 EST 2018,09-Feb-2018 15:32:17.279,-80.53877099,43.47550754,10.39,4.288,308.421630859375,332.2,0.80308533,8.88354492,2.71566772,0.02112733,34.11764908,-0.00463587,27.05882454,12.94117641,-,9,23.30379677,-,-,23.52941132,31.37254906,1644,-293.5,0.56434464,0.00940575,43.94643402,-,-0.78125,3.125,4.28800011,43.47550583,-80.53877258,0.40399933,-,9.13737774,14.42153549,42.82566071,7.01999998,37.40399933,37,34.11764908,35,-,66.50099945,7.29300022,-4.931283,38
Fri Feb 09 15:32:18 EST 2018,09-Feb-2018 15:32:18.282,-80.5388311,43.47558114,10.05,3.216,309.18377685546875,331.6,0.52296448,9.44976807,2.25119019,0.0192705,34.11764908,-0.0305238,27.05882454,13.33333397,-,9,23.47500038,-,-,26.66666794,35.29411697,1596,-354,0.61740267,0.01029005,43.51132202,-,1.5625,-3.90625,3.21600008,43.47558212,-80.53883362,0.40399933,-,9.71752834,13.18218517,41.9390564,7.67999983,36.18000031,37,34.50980377,32.5,-,67.49199677,7.29300022,-4.35113239,39
Fri Feb 09 15:32:19 EST 2018,09-Feb-2018 15:32:19.280,-80.53888692,43.47566063,10.21,3.216,309.8287353515625,331.4,0.703125,8.97512817,2.83358765,-0.00511224,34.11764908,-0.05317263,26.66666794,13.33333397,-,9,23.6419754,-,-,26.66666794,35.29411697,1580.5,-375,0.61097145,0.01018286,43.94643402,-,-2.34375,3.125,3.21600008,43.47566223,-80.53888702,0.81999969,-,9.57249069,13.32094479,41.05088806,7.5999999,36.75600052,37,34.50980377,32,-,68.47399902,7.29300022,-4.49617004,39
Fri Feb 09 15:32:20 EST 2018,09-Feb-2018 15:32:20.282,-80.53894775,43.47573663,10.2,3.216,310.12908935546875,331.4,0.77314758,9.23190308,2.57919312,0.00871415,31.37254906,-0.09936886,23.92156982,11.76470566,-,9,23.96385574,-,-,15.68627453,25.09803963,1565.25,-384,0.39391583,0.00656526,42.64109421,-,2.34375,-3.125,3.21600008,43.47573853,-80.53894806,0.28000259,-,7.97707558,20.66105652,39.65788651,4.9000001,36.71999741,37,34.50980377,36,-,69.45400238,7.29300022,-6.09158516,37
Fri Feb 09 15:32:21 EST 2018,09-Feb-2018 15:32:21.280,-80.5390075,43.47581894,10.25,3.216,310.874267578125,331.5,1.22865295,8.8117218,4.05882263,0.00402047,21.17647171,-0.02151847,21.17647171,10.58823586,-,9,24.1071434,-,-,10.58823586,13.72549057,1521.25,-370,0.20982046,0.00349701,43.94643402,-,-7.8125,-7.03125,3.21600008,43.47581863,-80.53900909,0.71999741,-,3.91601896,38.7889595,39.63936234,2.6099999,36.89999771,36,21.56862831,33,-,70.48999786,7.29300022,-10.1526413,36
Fri Feb 09 15:32:22 EST 2018,09-Feb-2018 15:32:22.282,-80.53906716,43.47589419,10.0,3.216,311.052001953125,331.5,1.17358398,8.75247192,3.62666321,0.02074034,21.56862831,-0.00361176,21.56862831,10.58823586,-,9,24.23529434,-,-,10.58823586,13.72549057,1506.25,-139.5,0.21866347,0.00364439,43.07621002,-,0,0,3.21600008,43.47589493,-80.53907013,1.89999771,-,3.62594342,36.21433258,39.62093353,2.72000003,36,35,21.56862831,5,-,71.47299957,7.29300022,-10.44271755,37
Fri Feb 09 15:32:23 EST 2018,09-Feb-2018 15:32:23.279,-80.53912467,43.47597287,9.64,3.216,311.549560546875,331.6,0.79051208,9.33425903,3.09216309,0.0140296,21.17647171,-0.01683424,22.35294151,10.98039246,-,9,24.43678093,-,-,11.76470566,14.11764717,1384.75,-51.75,0.21625175,0.0036042,44.38154602,-,0,0,3.21600008,43.47597122,-80.53912354,2.70399857,-,3.77098107,34.58386612,35.43972778,2.69000006,34.70399857,32,21.56862831,-10.5,-,72.4980011,7.29300022,-10.2976799,38
Fri Feb 09 15:32:24 EST 2018,09-Feb-2018 15:32:24.282,-80.5391824,43.47604989,9.13,3.216,312.05291748046875,331.4,0.41462708,10.00701904,2.14344788,0.00208096,29.01960754,-0.03330559,23.13725471,11.76470566,-,9,24.52272797,-,-,24.31372643,18.43137169,1367.5,-14.5,0.29583883,0.00493065,43.51132202,-,42.1875,50,3.21600008,43.47605133,-80.53918457,2.70399857,-,4.78624535,23.79299164,34.27130508,3.68000007,32.86800003,32,29.01960754,34,-,73.48699951,7.29300022,-9.28241539,39
Fri Feb 09 15:32:25 EST 2018,09-Feb-2018 15:32:25.283,-80.5392378,43.47611636,8.76,3.216,311.84112548828125,331.2,0.60496521,9.15289307,2.43136597,0.01429303,29.80392265,0.01487479,25.09803963,12.54901981,-,9,24.59550476,-,-,24.70588303,28.62745094,1387,-122.5,0.44054258,0.00734238,42.64109421,-,29.6875,30.46875,3.21600008,43.47611618,-80.53923798,1.86800003,-,8.70226383,15.97777557,33.5848999,5.48000002,31.5359993,31,30.19607925,32,-,74.48300171,7.29300022,-5.3663969,39
Fri Feb 09 15:32:26 EST 2018,09-Feb-2018 15:32:26.280,-80.53929019,43.47618977,8.62,3.216,311.88763427734375,331.4,0.82821655,9.04576111,3.2046814,0.02960693,29.80392265,0.04912706,25.09803963,12.54901981,-,9,24.73626328,-,-,22.35294151,29.01960754,1393,-203.75,0.43571913,0.00726199,43.07621002,-,23.4375,24.21875,3.21600008,43.47618866,-80.53929138,0.03199959,-,8.41218853,15.64981842,32.35272217,5.42000008,31.03199959,31,30.19607925,31,-,75.46299744,7.29300022,-5.65647221,38
Fri Feb 09 15:32:27 EST 2018,09-Feb-2018 15:32:27.282,-80.53933764,43.47625127,8.3,3.216,311.8411865234375,331.5,0.37033081,8.36161804,3.15081787,-0.02347329,27.45098114,-0.01511529,23.92156982,12.15686321,-,9,24.80434799,-,-,19.6078434,25.09803963,1338.75,-247.25,0.35773984,0.00596233,43.51132202,-,-3.125,1.5625,3.21600008,43.47624969,-80.53933716,1.12000084,-,7.3969245,19.06112862,31.61685753,4.44999981,29.87999916,31,28.23529434,34.5,-,76.48999786,7.29300022,-6.67173624,37
Fri Feb 09 15:32:28 EST 2018,09-Feb-2018 15:32:28.282,-80.53937694,43.47630366,7.17,3.216,311.174072265625,331.2,0.46429443,8.73271179,3.69789124,0.03318764,23.92156982,0.01214193,20.7843132,10.1960783,-,9,24.87096786,-,-,11.76470566,16.47058868,1307,-243.75,0.21866348,0.00364439,43.07621002,-,-4.6875,-4.6875,3.21600008,43.4763031,-80.53937531,5.18799973,-,4.78624535,31.18456459,30.40872002,2.72000003,25.81200027,31,20.3921566,32,-,77.47399902,7.29300022,-9.28241539,36
Fri Feb 09 15:32:29 EST 2018,09-Feb-2018 15:32:29.278,-80.5394294,43.47637553,8.06,3.216,310.64117431640625,331.2,0.80427551,9.64071655,3.2106781,0.00957011,20.3921566,-0.02234613,19.6078434,9.8039217,-,9,24.92553139,-,-,11.76470566,14.11764717,1275.75,-115.5,0.1889188,0.00314865,43.51132202,-,0,0,3.21600008,43.47637558,-80.53942871,4.18799973,-,4.78624535,36.09447861,30.39515114,2.3499999,29.01600075,30,20.7843132,-10,-,78.50099945,7.29300022,-9.28241539,35
Fri Feb 09 15:32:30 EST 2018,09-Feb-2018 15:32:30.283,-80.53947877,43.47644396,8.11,3.216,310.43328857421875,331.2,0.80249023,8.98291016,3.24119568,0.0170173,20.3921566,0.00801842,19.6078434,9.8039217,-,9,25,-,-,14.50980377,15.29411793,1142.25,-51,0.20338917,0.00338982,43.51132202,-,21.09375,18.75,3.21600008,43.47644424,-80.53948212,1.19599724,-,4.06105661,31.36349106,29.18741798,2.52999997,29.19599724,28,20.7843132,-6.5,-,79.49299622,7.29300022,-10.0076046,37
